dt,LandAverageTemperature,LandAverageTemperatureUncertainty,LandMaxTemperature,LandMaxTemperatureUncertainty,LandMinTemperature,LandMinTemperatureUncertainty,LandAndOceanAverageTemperature,LandAndOceanAverageTemperatureUncertainty
2005-12-31,9.700916666666666,0.07516666666666667,15.349833333333335,0.11308333333333333,4.113833333333333,0.11208333333333333,15.879249999999999,0.06083333333333335
2006-12-31,9.532499999999999,0.08999999999999998,15.262000000000002,0.14958333333333335,3.8648333333333333,0.13833333333333334,15.8135,0.06100000000000002
2007-12-31,9.732166666666664,0.08949999999999998,15.533083333333332,0.12883333333333333,4.009250000000001,0.1371666666666667,15.827333333333334,0.05908333333333334
2008-12-31,9.431750000000001,0.07891666666666665,15.19175,0.1035,3.724833333333333,0.12983333333333333,15.721250000000003,0.05725
2009-12-31,9.505250000000002,0.08591666666666666,15.266583333333335,0.10774999999999997,3.7969166666666667,0.126,15.827166666666669,0.05891666666666667
2010-12-31,9.703083333333332,0.08341666666666668,15.449,0.10341666666666667,4.0239166666666675,0.11566666666666668,15.895499999999998,0.05858333333333334
2011-12-31,9.516,0.08199999999999999,15.284833333333333,0.11433333333333336,3.827666666666667,0.13658333333333333,15.7695,0.059
2012-12-31,9.507333333333333,0.08341666666666665,15.332833333333333,0.10733333333333332,3.7561666666666667,0.14533333333333334,15.802333333333337,0.0615
2013-12-31,9.606499999999999,0.09766666666666667,15.373833333333335,0.1155,3.911333333333332,0.14983333333333335,15.854416666666667,0.06466666666666666
2014-12-31,9.570666666666666,0.09016666666666666,15.313583333333334,0.11166666666666669,3.8777499999999994,0.139,15.912999999999997,0.06316666666666669
2015-12-31,9.830999999999998,0.09216666666666667,15.572666666666665,0.10649999999999998,4.148833333333333,0.14175,16.058583333333335,0.06083333333333333
